Entry	Entry Name	Protein names	Gene Names	Length	Pfam	InterPro	Domain [FT]
P9WN39	GLN1B_MYCTU	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA1 glnA Rv2220 MTCY190.31 MTCY427.01	478	PF00120;PF03951;	IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR004809;IPR001637;IPR027302;	DOMAIN 16..100; /note="GS beta-grasp"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01330"; DOMAIN 108..478; /note="GS catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01331"
P9WN45	GLGB_MYCTU	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen-branching enzyme) (BE)	glgB Rv1326c MTCY130.11c	731	PF00128;PF02806;PF02922;PF22019;	IPR006048;IPR037439;IPR006407;IPR054169;IPR044143;IPR006047;IPR004193;IPR013780;IPR017853;IPR013783;IPR014756;	
P9WN69	G6PI_MYCTU	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi Rv0946c MTCY10D7.28	553	PF00342;	IPR001672;IPR023096;IPR018189;IPR046348;IPR035476;IPR035482;	
P9WN83	G3P_MYCTU	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap Rv1436 MTCY493.18c	339	PF02800;PF00044;	IPR020831;IPR020830;IPR020829;IPR020828;IPR006424;IPR036291;	
P9WN85	ZUR_MYCTU	Zinc uptake regulation protein (Zinc uptake regulator)	zur fur-2 furB Rv2359	130	PF01475;	IPR002481;IPR043135;IPR036388;IPR036390;	
P9WN93	FUMC_MYCTU	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC fum Rv1098c MTV017.51c	474	PF10415;PF00206;	IPR005677;IPR024083;IPR018951;IPR020557;IPR000362;IPR022761;IPR008948;	
P9WN95	FTSZ_MYCTU	Cell division protein FtsZ	ftsZ Rv2150c MTCY270.18	379	PF12327;PF00091;	IPR000158;IPR020805;IPR045061;IPR024757;IPR008280;IPR037103;IPR018316;IPR036525;IPR003008;	
P9WN99	RODA_MYCTU	Peptidoglycan glycosyltransferase RodA (EC 2.4.99.28) (Non-canonical transglycosylase RodA)	rodA Rv0017c MTCY10H4.17c	469	PF01098;	IPR018365;IPR001182;	
P9WNB1	ECC1B_MYCTU	ESX-1 secretion system protein EccCb1 (ESX conserved component Cb1) (Snm2 secretory protein) (Type VII secretion system protein EccCb1) (T7SS protein EccCb1)	eccCb1 snm2 Rv3871	591	PF01580;	IPR003593;IPR023837;IPR050206;IPR002543;IPR027417;	DOMAIN 65..259; /note="FtsK 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"; DOMAIN 359..545; /note="FtsK 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"
P9WNB3	ECC1A_MYCTU	ESX-1 secretion system protein EccCa1 (ESX conserved component Ca1) (Snm1 secretory protein) (Type VII secretion system protein EccCa1) (T7SS protein EccCa1)	eccCa1 snm1 Rv3870	747	PF01580;	IPR023836;IPR050206;IPR002543;IPR027417;	DOMAIN 456..665; /note="FtsK"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00289"
P9WNB9	END8A_MYCTU	Endonuclease 8 1 (DNA glycosylase/AP lyase Nei 1) (EC 3.2.2.-) (DNA-(apurinic or apyrimidinic site) lyase Nei 1) (EC 4.2.99.18) (Endonuclease VIII 1)	nei1 nei2 Rv2464c MTV008.20c	268	PF01149;PF06831;PF06827;	IPR015886;IPR015887;IPR012319;IPR035937;IPR010979;IPR000214;IPR010663;	
P9WNC1	END8B_MYCTU	Endonuclease 8 2 (DNA glycosylase/AP lyase Nei 2) (EC 3.2.2.-) (DNA-(apurinic or apyrimidinic site) lyase Nei 2) (EC 4.2.99.18) (Endonuclease VIII 2)	nei2 nei1 Rv3297 MTCY71.37	255	PF01149;PF06831;	IPR015886;IPR015887;IPR054878;IPR012319;IPR035937;IPR044090;IPR010979;IPR000214;	
P9WNC3	FPG1_MYCTU	Formamidopyrimidine-DNA glycosylase 1 (Fapy-DNA glycosylase 1) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM 1) (AP lyase MutM 1) (EC 4.2.99.18)	fpg1 mutM Rv2924c MTCY338.13c	289	PF01149;PF06831;PF06827;	IPR015886;IPR015887;IPR020629;IPR012319;IPR035937;IPR010979;IPR000214;IPR010663;	
P9WNC5	FOLB_MYCTU	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (7,8-dihydroneopterin hydroxylase) (EC 1.13.11.81) (Dihydroneopterin epimerase) (Dihydroneopterin hydroxylase)	folB Rv3607c MTCY07H7B.15	133	PF02152;	IPR006156;IPR006157;IPR043133;	
P9WND1	DHPS1_MYCTU	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	folP1 Rv3608c MTCY07H7B.14	280	PF00809;	IPR045031;IPR006390;IPR011005;IPR000489;	DOMAIN 1..265; /note="Pterin-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00334"
P9WNE1	FGD_MYCTU	F420-dependent glucose-6-phosphate dehydrogenase (FGD) (FGD1) (G6PD) (EC 1.1.98.2)	fgd1 fgd Rv0407	336	PF00296;	IPR019944;IPR050564;IPR019945;IPR011251;IPR036661;	
P9WNE5	BFRB_MYCTU	Bacterioferritin BfrB (EC 1.16.3.1) (Non-heme ferritin Ftn) (Nox19)	bfrB ftn Rv3841	181	PF00210;	IPR001519;IPR012347;IPR009040;IPR009078;IPR008331;IPR041719;	DOMAIN 5..150; /note="Ferritin-like diiron"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00085"
P9WNF9	ETHA_MYCTU	FAD-containing monooxygenase EthA (EC 1.14.13.-) (Baeyer-Villiger monooxygenase EtaA) (BVMO) (Prodrug activator EtaA)	ethA etaA Rv3854c	489	PF00743;PF13450;	IPR051820;IPR036188;IPR020946;	
P9WNG3	FABH_MYCTU	Mycobacterial beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.301) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III) (MtFabH)	fabH Rv0533c MTCY25D10.12c	335	PF08545;PF08541;	IPR013747;IPR013751;IPR004655;IPR016039;	
P9WNH5	HSAD_MYCTU	4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase (EC 3.7.1.17) (2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase) (HOPDA hydrolase) (EC 3.7.1.8) (Meta-cleavage product hydrolase) (MCP hydrolase)	hsaD bphD Rv3569c	291	PF00561;	IPR000073;IPR029058;IPR054676;	
P9WNK5	ESXB_MYCTU	ESAT-6-like protein EsxB (10 kDa culture filtrate antigen CFP-10) (CFP-10) (Secreted antigenic protein MTSA-10)	esxB cfp10 lhp mtsA10 Rv3874 MTV027.09	100	PF06013;	IPR036689;IPR010310;	
P9WNK7	ESXA_MYCTU	6 kDa early secretory antigenic target (ESAT-6)	esxA esaT6 Rv3875 MTV027.10	95	PF06013;	IPR036689;IPR010310;	
P9WNL1	ENO_MYCTU	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Rv1023 MTCY10G2.26c	429	PF00113;PF03952;	IPR000941;IPR036849;IPR029017;IPR020810;IPR020809;IPR020811;	
P9WNL7	EMBB_MYCTU	Probable arabinosyltransferase B (EC 2.4.2.-)	embB Rv3795 MTCY13D12.29	1098	PF14896;PF17689;PF04602;	IPR032731;IPR042486;IPR007680;IPR040920;IPR027451;	
P9WNM5	CYSNC_MYCTU	Bifunctional enzyme CysN/CysC [Includes: Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase)]	cysNC cysN Rv1286 MTCY373.05	614	PF01583;PF22594;PF00009;	IPR002891;IPR041757;IPR044138;IPR044139;IPR031157;IPR054696;IPR027417;IPR011779;IPR000795;IPR050100;IPR009000;IPR009001;	DOMAIN 2..217; /note="tr-type G"
P9WNP3	HTDZ_MYCTU	3-hydroxyacyl-thioester dehydratase Z (EC 4.2.1.-) (3-hydroxybutyryl-CoA dehydratase) (EC 4.2.1.55) (Enoyl-CoA hydratase 2) (EC 4.2.1.119) (N-related protein) (Nodulation protein)	htdZ Rv0130	151	PF01575;	IPR029069;IPR002539;IPR039375;	DOMAIN 11..131; /note="MaoC-like"; /evidence="ECO:0000255"
P9WNP5	MENB_MYCTU	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	menB Rv0548c	314	PF00378;	IPR029045;IPR010198;IPR001753;IPR014748;	
P9WNP7	FADB2_MYCTU	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157) (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	fadB2 Rv0468	286	PF00725;PF02737;	IPR022694;IPR006176;IPR006108;IPR008927;IPR013328;IPR036291;	
P9WNR7	ECCB1_MYCTU	ESX-1 secretion system ATPase EccB1 (EC 3.6.-.-) (ESX conserved component B1) (Type VII secretion system protein EccB1) (T7SS protein EccB1)	eccB1 Rv3869	480	PF05108;	IPR007795;IPR044857;IPR042485;	
P9WNU7	PAFA_MYCTU	Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme)	pafA paf Rv2097c MTCY49.37c	452	PF03136;	IPR022279;IPR004347;	
P9WNU9	DOP_MYCTU	Pup deamidase/depupylase (EC 3.4.-.-) (EC 3.5.1.119) (Deamidase of protein Pup)	dop pafD Rv2112c	505	PF03136;	IPR022366;IPR004347;	
P9WNV1	DNLJ_MYCTU	DNA ligase A (LigA) (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA lig Rv3014c MTV012.28c	691	PF00533;PF01653;PF03120;PF03119;PF12826;PF22745;	IPR001357;IPR036420;IPR041663;IPR001679;IPR018239;IPR033136;IPR013839;IPR013840;IPR012340;IPR004150;IPR010994;IPR004149;	DOMAIN 607..691; /note="BRCT"; /evidence="ECO:0000255|HAMAP-Rule:MF_01588"
P9WNV3	LIGD_MYCTU	Multifunctional non-homologous end joining DNA repair protein LigD (NHEJ DNA repair protein D) (Mt-Lig) (NHEJ DNA polymerase) [Includes: DNA repair polymerase (Pol) (Polymerase/primase); 3'-phosphoesterase (3'-ribonuclease/3'-phosphatase) (PE); DNA ligase (Lig) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP])]	ligD Rv0938 MTCY08D9.01c MTCY10D7.36c	759	PF04679;PF01068;PF13298;PF21686;	IPR012309;IPR012310;IPR014146;IPR014144;IPR014145;IPR033649;IPR012340;IPR052171;	
P9WNV5	DNLI_MYCTU	DNA ligase B (LigB) (EC 6.5.1.1) (Polydeoxyribonucleotide synthase [ATP])	ligB Rv3062	507	PF04679;PF01068;PF04675;	IPR050191;IPR022865;IPR000977;IPR012309;IPR012310;IPR016059;IPR012308;IPR036599;IPR012340;	
P9WNW3	DNAA_MYCTU	Chromosomal replication initiator protein DnaA (EC 3.6.4.-)	dnaA Rv0001 MTV029.01	507	PF00308;PF08299;	IPR003593;IPR001957;IPR020591;IPR018312;IPR013159;IPR013317;IPR038454;IPR027417;IPR010921;	
P9WNW5	DISA_MYCTU	DNA integrity scanning protein DisA (Cyclic-di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA dacA Rv3586	358	PF02457;PF10635;	IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;	DOMAIN 6..144; /note="DAC"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01130"
P9WNW7	HSAC_MYCTU	Iron-dependent extradiol dioxygenase (EC 1.13.11.25)	hsaC bphC Rv3568c	300	PF22632;PF00903;	IPR029068;IPR004360;IPR050383;IPR054680;IPR037523;IPR000486;	DOMAIN 5..120; /note="VOC 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01163"; DOMAIN 142..270; /note="VOC 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01163"
P9WNW9	HISX_MYCTU	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)	hisD Rv1599 MTCY336.05c	444	PF00815;	IPR016161;IPR001692;IPR022695;IPR012131;	
P9WNX1	DYR_MYCTU	Dihydrofolate reductase (EC 1.5.1.3)	folA dfrA Rv2763c MTV002.28c	161	PF00186;	IPR012259;IPR024072;IPR017925;IPR001796;	DOMAIN 1..160; /note="DHFR"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00660"
P9WNX5	DHAS_MYCTU	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	asd Rv3708c MTV025.056c	345	PF01118;PF02774;	IPR000319;IPR012080;IPR005986;IPR036291;IPR000534;IPR012280;	
P9WNZ1	COABC_MYCTU	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC dfp Rv1391 MTCY21B4.08	418	PF04127;PF02441;	IPR035929;IPR005252;IPR007085;IPR036551;IPR003382;	
P9WNZ3	DESA3_MYCTU	NADPH-dependent stearoyl-CoA 9-desaturase (EC 1.14.19.n4) (Delta(9)-stearoyl desaturase) (Stearoyl-CoA 9-desaturase (NADPH)) (Stearoyl-CoA Delta(9)-desaturase)	desA3 Rv3229c	427	PF00487;	IPR005804;IPR012171;	
P9WP15	DDN_MYCTU	Deazaflavin-dependent nitroreductase (EC 1.-.-.-) (F420H(2)-dependent quinone reductase Ddn) (Fqr) (EC 1.1.98.-)	ddn Rv3547	151	PF04075;	IPR004378;IPR012349;	
P9WP17	DCDB_MYCTU	dCTP deaminase, dUMP-forming (EC 3.5.4.30) (Bifunctional dCTP deaminase:dUTPase) (DCD-DUT)	dcd Rv0321 MTCY63.26	190	PF22769;	IPR011962;IPR036157;IPR033704;	
P9WP19	DAPF_MYCTU	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)	dapF Rv2726c MTCY154.06c	289	PF01678;	IPR018510;IPR001653;	
P9WP21	DAPD_MYCTU	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117) (Tetrahydrodipicolinate N-succinyltransferase) (THDP succinyltransferase) (THP succinyltransferase) (Tetrahydropicolinate succinylase)	dapD Rv1201c	317	PF14602;PF14789;	IPR019875;IPR001451;IPR032784;IPR038361;IPR011004;IPR026586;	
P9WP23	DAPB_MYCTU	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB Rv2773c MTV002.38c	245	PF05173;PF01113;	IPR022663;IPR000846;IPR022664;IPR023940;IPR036291;	
P9WP25	DAPA_MYCTU	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Rv2753c MTV002.18c	300	PF00701;	IPR013785;IPR005263;IPR002220;IPR020625;IPR020624;	
P9WP31	DDL_MYCTU	D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanine:D-alanine ligase) (D-alanylalanine synthetase)	ddl ddlA Rv2981c MTCY349.06	373	PF07478;PF01820;	IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;	DOMAIN 156..363; /note="ATP-grasp"; /evidence="ECO:0000255|HAMAP-Rule:MF_00047"
P9WP43	CULP1_MYCTU	Carboxylesterase Culp1 (EC 3.1.1.-) (CFP21) (Cutinase-like protein 1) (Culp1)	cut7 Rv1984c MTCY39.35	217	PF01083;	IPR029058;IPR000675;IPR043580;IPR043579;	
P9WP49	CSOR_MYCTU	Copper-sensing transcriptional repressor CsoR (Copper-sensitive operon repressor)	csoR croR Rv0967	119	PF02583;	IPR003735;IPR038390;	
P9WP53	CYSM_MYCTU	O-phosphoserine sulfhydrylase (OPS sulfhydrylase) (EC 2.5.1.113) (CysO-thiocarboxylate-dependent cysteine synthase) (Cysteine synthase B) (CSase B) (O-phosphoserine-specific cysteine synthase) ([CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase)	cysM Rv1336 MTCY130.21	323	PF00291;	IPR005856;IPR050214;IPR001216;IPR001926;IPR036052;	
P9WP55	CYSK_MYCTU	O-acetylserine sulfhydrylase (OAS sulfhydrylase) (OASS) (EC 2.5.1.47) (Cysteine synthase A) (CSase A) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine-specific cysteine synthase) (Sulfide-dependent cysteine synthase)	cysK1 cysK Rv2334 MTCY98.03	310	PF00291;	IPR005856;IPR050214;IPR005859;IPR001216;IPR001926;IPR036052;	
P9WP65	CNPD3_MYCTU	cAMP/cGMP dual specificity phosphodiesterase Rv0805 (EC 3.1.4.16) (EC 3.1.4.17) (2',3'-cyclic-nucleotide phosphodiesterase) (3',5'-cyclic-nucleotide phosphodiesterase) (Cyclic nucleotide phosphodiesterase)	Rv0805	318	PF00149;	IPR004843;IPR050884;IPR026575;IPR029052;	
P9WP79	FBIB_MYCTU	Bifunctional F420 biosynthesis protein FbiB [Includes: Coenzyme F420:L-glutamate ligase (EC 6.3.2.31) (EC 6.3.2.34) (Coenzyme F420-0:L-glutamate ligase) (Coenzyme F420-1:gamma-L-glutamate ligase); Dehydro-coenzyme F420-0 reductase (EC 1.3.8.17)]	fbiB Rv3262	448	PF01996;PF00881;	IPR008225;IPR002847;IPR019943;IPR023661;IPR029479;IPR000415;	
P9WPA3	COAE_MYCTU	Dephospho-CoA kinase (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	coaE Rv1631 MTCY01B2.23	407	PF01121;PF04229;	IPR001977;IPR007344;IPR043519;IPR027417;	DOMAIN 3..204; /note="DPCK"; /evidence="ECO:0000255|HAMAP-Rule:MF_00376"
P9WPA5	COAD_MYCTU	Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)	coaD kdtB Rv2965c MTCY349.22 u0002e	161	PF01467;	IPR004821;IPR001980;IPR014729;	
P9WPA9	KCY_MYCTU	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk Rv1712 MTCI125.34	230	PF02224;	IPR003136;IPR011994;IPR027417;	
P9WPB3	CMAS3_MYCTU	Cyclopropane mycolic acid synthase 3 (CMAS) (EC 2.1.1.79) (Cyclopropane-fatty-acyl-phospholipid synthase) (CFA synthase) (Cyclopropane fatty acid synthase) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	pcaA cma3 cmaA3 CMAS-3 Rv0470c	287	PF02353;	IPR050723;IPR003333;IPR047672;IPR029063;	
P9WPB5	CMAS2_MYCTU	Cyclopropane mycolic acid synthase 2 (CMAS-2) (EC 2.1.1.79) (Cyclopropane-fatty-acyl-phospholipid synthase) (CFA synthase) (Cyclopropane fatty acid synthase) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	cmaA2 cma2 CMAS-2 Rv0503c MTCY20G9.30c	302	PF02353;	IPR050723;IPR003333;IPR047672;IPR029063;	
P9WPB7	CMAS1_MYCTU	Cyclopropane mycolic acid synthase 1 (CMAS-1) (EC 2.1.1.79) (Cyclopropane-fatty-acyl-phospholipid synthase) (CFA synthase) (Cyclopropane fatty acid synthase) (Mycolic acid methyltransferase) (MA-MT) (S-adenosylmethionine-dependent methyltransferase) (AdoMet-MT) (SAM-MT)	cmaA1 cma1 CMAS-1 Rv3392c MTV004.50	287	PF02353;	IPR050723;IPR003333;IPR047672;IPR029063;	
P9WPE5	CH10_MYCTU	Co-chaperonin GroES (10 kDa antigen) (10 kDa chaperonin) (BCG-A heat shock protein) (Chaperonin-10) (Cpn10)	groES cpn10 groS mopB Rv3418c MTCY78.11	100	PF00166;	IPR020818;IPR037124;IPR018369;IPR011032;	
P9WPE7	CH602_MYCTU	Chaperonin GroEL 2 (EC 5.6.1.7) (60 kDa chaperonin 2) (65 kDa antigen) (Antigen A) (Cell wall protein A) (Chaperonin-60 2) (Cpn60 2) (Heat shock protein 65) (HSP65) [Cleaved into: Cleaved form]	groEL2 cpn60.2 groL2 hsp65 Rv0440 mtc28 MTV037.04	540	PF00118;	IPR018370;IPR001844;IPR002423;IPR027409;IPR027413;IPR027410;	
P9WPE9	CH601_MYCTU	Chaperonin GroEL 1 (EC 5.6.1.7) (60 kDa chaperonin 1) (Chaperonin-60 1) (Cpn60 1)	groEL1 cpn60.1 groL1 Rv3417c MTCY78.12	539	PF00118;	IPR018370;IPR001844;IPR002423;IPR027409;IPR027413;IPR027410;	
P9WPF1	PKS18_MYCTU	Alpha-pyrone synthesis polyketide synthase-like Pks18 (EC 2.3.1.-) (Alpha-pyrone synthesis polyketide synthase type III Pks18) (Chalcone synthase-like protein) (CHS-like)	pks18 Rv1372	393	PF02797;PF00195;	IPR012328;IPR001099;IPR011141;IPR016039;	
P9WPF3	PKS11_MYCTU	Methyl-branched alkylpyrone synthesis polyketide synthase-like Pks11 (EC 2.3.1.-) (Chalcone synthase-like protein) (CHS-like) (Methyl-branched alkylpyrone synthesis polyketide synthase type III Pks11)	pks11 Rv1665	353	PF02797;PF00195;	IPR012328;IPR001099;IPR011141;IPR016039;	
P9WPG7	PIPS_MYCTU	Phosphatidylinositol phosphate synthase (PIP synthase) (EC 2.7.8.-) (CDP-diacylglycerol--D-myo-inositol-3-phosphate 3-phosphatidyltransferase)	pgsA1 pgsA Rv2612c	217	PF01066;	IPR000462;IPR043130;IPR048254;IPR044268;	
P9WPH3	CDD_MYCTU	Cytidine deaminase (CDD) (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	cdd Rv3315c	133	PF00383;	IPR002125;IPR050202;IPR016193;	DOMAIN 4..126; /note="CMP/dCMP-type deaminase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01083"
P9WPH9	ECCA1_MYCTU	ESX-1 secretion system protein EccA1 (ESX conserved component A1) (Type VII secretion system protein EccA1) (T7SS protein EccA1)	eccA1 Rv3868 MTV027.03	573	PF00004;PF17866;PF21545;	IPR003593;IPR041627;IPR003959;IPR000641;IPR050773;IPR027417;IPR023835;IPR049078;IPR011990;	
P9WPI9	PTKA_MYCTU	Tyrosine-protein kinase PtkA (EC 2.7.10.-) (Protein tyrosine kinase A)	ptkA Rv2232 MTCY427.13/MTCY427.14	291	PF13419;	IPR050155;IPR036412;IPR041492;IPR023214;IPR023198;	
P9WPJ7	MTCA1_MYCTU	Beta-carbonic anhydrase 1 (Beta-CA 1) (EC 4.2.1.1) (Carbonate dehydratase 1) (mtCA 1)	mtcA1 canA Rv1284 MTCY373.03	163	PF00484;	IPR001765;IPR036874;	
P9WPJ9	MTCA2_MYCTU	Carbonic anhydrase 2 (Beta-CA 2) (EC 4.2.1.1) (Carbonate dehydratase 2) (mtCA 2)	mtcA2 canB cynT Rv3588c	207	PF00484;	IPR001765;IPR015892;IPR036874;	
P9WPL5	CP142_MYCTU	Steroid C26-monooxygenase (EC 1.14.15.28) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 142) (Steroid C27-monooxygenase)	cyp142 cyp142A1 Rv3518c MTV023.25c	398	PF00067;	IPR001128;IPR002397;IPR017972;IPR036396;	
P9WPP1	CP125_MYCTU	Steroid C26-monooxygenase (EC 1.14.15.29) (Cholest-4-en-3-one 26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25S)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 125) (Steroid C27-monooxygenase)	cyp125 cyp125A1 Rv3545c MTCY03C7.11	433	PF00067;	IPR001128;IPR002397;IPR036396;	
P9WPP3	CP124_MYCTU	Methyl-branched lipid omega-hydroxylase (EC 1.14.15.14) (Cholest-4-en-3-one C26-monooxygenase) (Cholest-4-en-3-one C26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]) (Cholesterol C26-monooxygenase) (Cholesterol C26-monooxygenase [(25R)-3beta-hydroxycholest-5-en-26-oate forming]) (Cytochrome P450 124) (Steroid C26-monooxygenase) (EC 1.14.15.28) (Steroid C27-monooxygenase)	cyp124 Rv2266 MTCY339.44c	428	PF00067;	IPR001128;IPR002397;IPR036396;	
P9WPP7	CP121_MYCTU	Mycocyclosin synthase (EC 1.14.19.70) (Cytochrome P450 121) (Cytochrome P450 MT2)	cyp121 Rv2276 MTCY339.34c	396	PF00067;	IPR001128;IPR002397;IPR017972;IPR036396;	
P9WPP9	CP51_MYCTU	Sterol 14alpha-demethylase (EC 1.14.15.36) (CYPLI) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (Sterol 14-alpha demethylase)	cyp51 Rv0764c MTCY369.09c	451	PF00067;	IPR050529;IPR001128;IPR017972;IPR002403;IPR036396;	
P9WPQ5	BIOD_MYCTU	Dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD Rv1570 MTCY336.33c	226	PF13500;	IPR004472;IPR027417;	
P9WPQ7	BIOB_MYCTU	Biotin synthase (EC 2.8.1.6)	bioB Rv1589 MTCY336.15c	349	PF06968;PF04055;	IPR013785;IPR010722;IPR002684;IPR024177;IPR006638;IPR007197;	DOMAIN 70..295; /note="Radical SAM core"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01266"
P9WPQ9	BFR_MYCTU	Bacterioferritin BfrA (Bfr) (EC 1.16.3.1)	bfr bfrA Rv1876 MTCY180.42c	159	PF00210;	IPR002024;IPR012347;IPR009040;IPR009078;IPR008331;	DOMAIN 1..145; /note="Ferritin-like diiron"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00085"
P9WPS3	CTPV_MYCTU	Probable copper-exporting P-type ATPase V (EC 7.2.2.8) (Cu(+)-exporting ATPase)	ctpV Rv0969 MTCY10D7.05c	770	PF00122;PF00702;	IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006121;IPR027256;IPR001757;IPR044492;	DOMAIN 1..66; /note="HMA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00280"
